Date,Open,High,Low,Close,Adj Close,Volume
2014-10-24,0,0,0,0,0,0
2014-10-27,0,0,0,0,0,0
2014-10-28,79589.101563,79589.101563,79589.101563,79589.101563,79589.101563,0
2014-10-29,0,0,0,0,0,0
2014-10-30,79898.601563,79898.601563,79898.601563,79898.601563,79898.601563,0
2014-10-31,0,0,0,0,0,0
2014-11-03,80027.898438,80027.898438,80027.898438,80027.898438,80027.898438,0
2014-11-04,80268.203125,80268.203125,80268.203125,80268.203125,80268.203125,0
2014-11-05,0,0,0,0,0,0
2014-11-06,0,0,0,0,0,0
2014-11-07,0,0,0,0,0,0
2014-11-10,0,0,0,0,0,0
2014-11-11,0,0,0,0,0,0
2014-11-12,0,0,0,0,0,0
2014-11-13,0,0,0,0,0,0
2014-11-14,81211.500000,81211.500000,81211.500000,81211.500000,81211.500000,0
2014-11-17,0,0,0,0,0,0
2014-11-18,0,0,0,0,0,0
2014-11-19,0,0,0,0,0,0
2014-11-20,82511.898438,82511.898438,82511.898438,82511.898438,82511.898438,0
2014-11-21,0,0,0,0,0,0
2014-11-24,83252.000000,83252.000000,83252.000000,83252.000000,83252.000000,0
2014-11-25,0,0,0,0,0,0
2014-11-26,84243.296875,84243.296875,84243.296875,84243.296875,84243.296875,0
2014-11-27,0,0,0,0,0,0
2014-11-28,0,0,0,0,0,0
2014-12-01,0,0,0,0,0,0
2014-12-02,84915.101563,84915.101563,84915.101563,84915.101563,84915.101563,0
2014-12-03,84915.101563,84915.101563,84915.101563,84915.101563,84915.101563,0
2014-12-04,86234.101563,86234.101563,86234.101563,86234.101563,86234.101563,0
2014-12-05,0,0,0,0,0,0
2014-12-08,0,0,0,0,0,0
2014-12-09,0,0,0,0,0,0
2014-12-10,0,0,0,0,0,0
2014-12-11,0,0,0,0,0,0
2014-12-12,0,0,0,0,0,0
2014-12-15,0,0,0,0,0,0
2014-12-16,79191.203125,79191.203125,79191.203125,79191.203125,79191.203125,0
2014-12-17,0,0,0,0,0,0
2014-12-18,0,0,0,0,0,0
2014-12-19,0,0,0,0,0,0
2014-12-22,0,0,0,0,0,0
2014-12-23,0,0,0,0,0,0
2014-12-24,0,0,0,0,0,0
2014-12-25,0,0,0,0,0,0
2014-12-26,0,0,0,0,0,0
2014-12-29,0,0,0,0,0,0
2014-12-30,84537.101563,84537.101563,84537.101563,84537.101563,84537.101563,0
2014-12-31,0,0,0,0,0,0
2015-01-01,0,0,0,0,0,0
2015-01-02,0,0,0,0,0,0
2015-01-05,0,0,0,0,0,0
2015-01-06,86909.601563,86909.601563,86909.601563,86909.601563,86909.601563,0
2015-01-07,86776.601563,86776.601563,86776.601563,86776.601563,86776.601563,0
2015-01-08,87689.601563,87689.601563,87689.601563,87689.601563,87689.601563,0
2015-01-09,87648.398438,87648.398438,87648.398438,87648.398438,87648.398438,0
2015-01-12,0,0,0,0,0,0
2015-01-13,88313.500000,88313.500000,88313.500000,88313.500000,88313.500000,0
2015-01-14,87563.500000,87563.500000,87563.500000,87563.500000,87563.500000,0
2015-01-15,87742.796875,87742.796875,87742.796875,87742.796875,87742.796875,0
2015-01-16,0,0,0,0,0,0
2015-01-19,88006.500000,88006.500000,88006.500000,88006.500000,88006.500000,0
2015-01-20,0,0,0,0,0,0
2015-01-21,90312.796875,90312.796875,90312.796875,90312.796875,90312.796875,0
2015-01-22,90902.796875,90902.796875,90902.796875,90902.796875,90902.796875,0
2015-01-23,90736.000000,90736.000000,90736.000000,90736.000000,90736.000000,0
2015-01-26,91412.898438,91412.898438,91412.898438,91412.898438,91412.898438,0
2015-01-27,91150.000000,91150.000000,91150.000000,91150.000000,91150.000000,0
2015-01-28,0,0,0,0,0,0
2015-01-29,88557.796875,88557.796875,88557.796875,88557.796875,88557.796875,0
2015-01-30,88945.796875,88945.796875,88945.796875,88945.796875,88945.796875,0
2015-02-02,89712.796875,89712.796875,89712.796875,89712.796875,89712.796875,0
2015-02-03,0,0,0,0,0,0
2015-02-04,85910.101563,85910.101563,85910.101563,85910.101563,85910.101563,0
2015-02-05,85789.296875,85789.296875,85789.296875,85789.296875,85789.296875,0
2015-02-06,84987.398438,84987.398438,84987.398438,84987.398438,84987.398438,0
2015-02-09,84574.296875,84574.296875,84574.296875,84574.296875,84574.296875,0
2015-02-10,83116.398438,83116.398438,83116.398438,83116.398438,83116.398438,0
2015-02-11,83429.500000,83429.500000,83429.500000,83429.500000,83429.500000,0
2015-02-12,86082.500000,86082.500000,86082.500000,86082.500000,86082.500000,0
2015-02-13,85809.203125,85809.203125,85809.203125,85809.203125,85809.203125,0
2015-02-16,86040.500000,86040.500000,86040.500000,86040.500000,86040.500000,0
2015-02-17,84424.898438,84424.898438,84424.898438,84424.898438,84424.898438,0
2015-02-18,85441.703125,85441.703125,85441.703125,85441.703125,85441.703125,0
2015-02-19,86414.296875,86414.296875,86414.296875,86414.296875,86414.296875,0
2015-02-20,85488.898438,85488.898438,85488.898438,85488.898438,85488.898438,0
2015-02-23,86288.203125,86288.203125,86288.203125,86288.203125,86288.203125,0
2015-02-24,86691.203125,86691.203125,86691.203125,86691.203125,86691.203125,0
2015-02-25,86733.500000,86733.500000,86733.500000,86733.500000,86733.500000,0
2015-02-26,85915.398438,85915.398438,85915.398438,85915.398438,85915.398438,0
2015-02-27,84147.500000,84147.500000,84147.500000,84147.500000,84147.500000,0
2015-03-02,83946.898438,83946.898438,83946.898438,83946.898438,83946.898438,0
2015-03-03,84303.898438,84303.898438,84303.898438,84303.898438,84303.898438,0
2015-03-04,82067.203125,82067.203125,82067.203125,82067.203125,82067.203125,0
2015-03-05,80779.601563,80779.601563,80779.601563,80779.601563,80779.601563,0
2015-03-06,80310.203125,80310.203125,80310.203125,80310.203125,80310.203125,0
2015-03-09,80645.398438,80645.398438,80645.398438,80645.398438,80645.398438,0
2015-03-10,77977.500000,77977.500000,77977.500000,77977.500000,77977.500000,0
2015-03-11,78277.000000,78277.000000,78277.000000,78277.000000,78277.000000,0
2015-03-12,78293.203125,78293.203125,78293.203125,78293.203125,78293.203125,0
2015-03-13,76642.101563,76642.101563,76642.101563,76642.101563,76642.101563,0
2015-03-16,78195.703125,78195.703125,78195.703125,78195.703125,78195.703125,0
2015-03-17,80030.601563,80030.601563,80030.601563,80030.601563,80030.601563,0
2015-03-18,79942.296875,79942.296875,79942.296875,79942.296875,79942.296875,0
2015-03-19,81922.000000,81922.000000,81922.000000,81922.000000,81922.000000,0
2015-03-20,82506.398438,82506.398438,82506.398438,82506.398438,82506.398438,0
2015-03-23,83742.000000,83742.000000,83742.000000,83742.000000,83742.000000,0
2015-03-24,82032.601563,82032.601563,82032.601563,82032.601563,82032.601563,0
2015-03-25,82649.203125,82649.203125,82649.203125,82649.203125,82649.203125,0
2015-03-26,81482.398438,81482.398438,81482.398438,81482.398438,81482.398438,0
2015-03-27,80894.101563,80894.101563,80894.101563,80894.101563,80894.101563,0
2015-03-30,82184.000000,82184.000000,82184.000000,82184.000000,82184.000000,0
2015-03-31,80846.000000,80846.000000,80846.000000,80846.000000,80846.000000,0
2015-04-01,81208.500000,81208.500000,81208.500000,81208.500000,81208.500000,0
2015-04-02,81676.398438,81676.398438,81676.398438,81676.398438,81676.398438,0
2015-04-03,82994.296875,82994.296875,82994.296875,82994.296875,82994.296875,0
2015-04-06,83130.203125,83130.203125,83130.203125,83130.203125,83130.203125,0
2015-04-07,82465.898438,82465.898438,82465.898438,82465.898438,82465.898438,0
2015-04-08,82799.398438,82799.398438,82799.398438,82799.398438,82799.398438,0
2015-04-09,83513.601563,83513.601563,83513.601563,83513.601563,83513.601563,0
2015-04-10,82645.796875,82645.796875,82645.796875,82645.796875,82645.796875,0
2015-04-13,81937.601563,81937.601563,81937.601563,81937.601563,81937.601563,0
2015-04-14,82319.703125,82319.703125,82319.703125,82319.703125,82319.703125,0
2015-04-15,81357.500000,81357.500000,81357.500000,81357.500000,81357.500000,0
2015-04-16,82436.703125,82436.703125,82436.703125,82436.703125,82436.703125,0
2015-04-17,82417.703125,82417.703125,82417.703125,82417.703125,82417.703125,0
2015-04-20,82302.601563,82302.601563,82302.601563,82302.601563,82302.601563,0
2015-04-21,84277.601563,84277.601563,84277.601563,84277.601563,84277.601563,0
2015-04-22,83780.398438,83780.398438,83780.398438,83780.398438,83780.398438,0
2015-04-23,0,0,0,0,0,0
2015-04-24,85551.296875,85551.296875,85551.296875,85551.296875,85551.296875,0
2015-04-27,86401.898438,86401.898438,86401.898438,86401.898438,86401.898438,0
2015-04-28,86209.500000,86209.500000,86209.500000,86209.500000,86209.500000,0
2015-04-29,85978.398438,85978.398438,85978.398438,85978.398438,85978.398438,0
2015-04-30,83947.000000,83947.000000,83947.000000,83947.000000,83947.000000,0
2015-05-01,0,0,0,0,0,0
2015-05-04,84018.898438,84018.898438,84018.898438,84018.898438,84018.898438,0
2015-05-05,83380.703125,83380.703125,83380.703125,83380.703125,83380.703125,0
2015-05-06,82441.398438,82441.398438,82441.398438,82441.398438,82441.398438,0
2015-05-07,82570.203125,82570.203125,82570.203125,82570.203125,82570.203125,0
2015-05-08,84059.898438,84059.898438,84059.898438,84059.898438,84059.898438,0
2015-05-11,84752.796875,84752.796875,84752.796875,84752.796875,84752.796875,0
2015-05-12,85363.500000,85363.500000,85363.500000,85363.500000,85363.500000,0
2015-05-13,86417.500000,86417.500000,86417.500000,86417.500000,86417.500000,0
2015-05-14,87243.703125,87243.703125,87243.703125,87243.703125,87243.703125,0
2015-05-15,87604.898438,87604.898438,87604.898438,87604.898438,87604.898438,0
2015-05-18,88651.898438,88651.898438,88651.898438,88651.898438,88651.898438,0
2015-05-19,0,0,0,0,0,0
2015-05-20,87791.101563,87791.101563,87791.101563,87791.101563,87791.101563,0
2015-05-21,86565.000000,86565.000000,86565.000000,86565.000000,86565.000000,0
2015-05-22,85803.898438,85803.898438,85803.898438,85803.898438,85803.898438,0
2015-05-25,84567.000000,84567.000000,84567.000000,84567.000000,84567.000000,0
2015-05-26,83649.398438,83649.398438,83649.398438,83649.398438,83649.398438,0
2015-05-27,84292.000000,84292.000000,84292.000000,84292.000000,84292.000000,0
2015-05-28,83569.601563,83569.601563,83569.601563,83569.601563,83569.601563,0
2015-05-29,82981.101563,82981.101563,82981.101563,82981.101563,82981.101563,0
2015-06-01,80429.101563,80429.101563,80429.101563,80429.101563,80429.101563,0
2015-06-02,81420.203125,81420.203125,81420.203125,81420.203125,81420.203125,0
2015-06-03,83393.601563,83393.601563,83393.601563,83393.601563,83393.601563,0
2015-06-04,82499.000000,82499.000000,82499.000000,82499.000000,82499.000000,0
2015-06-05,81943.398438,81943.398438,81943.398438,81943.398438,81943.398438,0
2015-06-08,77805.398438,77805.398438,77805.398438,77805.398438,77805.398438,0
2015-06-09,78146.203125,78146.203125,78146.203125,78146.203125,78146.203125,0
2015-06-10,79747.898438,79747.898438,79747.898438,79747.898438,79747.898438,0
2015-06-11,80845.203125,80845.203125,80845.203125,80845.203125,80845.203125,0
2015-06-12,80937.000000,80937.000000,80937.000000,80937.000000,80937.000000,0
2015-06-15,78951.398438,78951.398438,78951.398438,78951.398438,78951.398438,0
2015-06-16,80183.796875,80183.796875,80183.796875,80183.796875,80183.796875,0
2015-06-17,80713.296875,80713.296875,80713.296875,80713.296875,80713.296875,0
2015-06-18,81932.500000,81932.500000,81932.500000,81932.500000,81932.500000,0
2015-06-19,82454.398438,82454.398438,82454.398438,82454.398438,82454.398438,0
2015-06-22,83426.203125,83426.203125,83426.203125,83426.203125,83426.203125,0
2015-06-23,83068.500000,83068.500000,83068.500000,83068.500000,83068.500000,0
2015-06-24,84140.601563,84140.601563,84140.601563,84140.601563,84140.601563,0
2015-06-25,83277.101563,83277.101563,83277.101563,83277.101563,83277.101563,0
2015-06-26,83546.101563,83546.101563,83546.101563,83546.101563,83546.101563,0
2015-06-29,81756.203125,81756.203125,81756.203125,81756.203125,81756.203125,0
2015-06-30,82249.500000,82249.500000,82249.500000,82249.500000,82249.500000,0
2015-07-01,81681.703125,81681.703125,81681.703125,81681.703125,81681.703125,0
2015-07-02,81880.000000,81880.000000,81880.000000,81880.000000,81880.000000,0
2015-07-03,81217.000000,81217.000000,81217.000000,81217.000000,81217.000000,0
2015-07-06,82365.898438,82365.898438,82365.898438,82365.898438,82365.898438,0
2015-07-07,81572.296875,81572.296875,81572.296875,81572.296875,81572.296875,0
2015-07-08,80386.601563,80386.601563,80386.601563,80386.601563,80386.601563,0
2015-07-09,82286.296875,82286.296875,82286.296875,82286.296875,82286.296875,0
2015-07-10,82791.898438,82791.898438,82791.898438,82791.898438,82791.898438,0
2015-07-13,83388.296875,83388.296875,83388.296875,83388.296875,83388.296875,0
2015-07-14,83041.101563,83041.101563,83041.101563,83041.101563,83041.101563,0
2015-07-15,82727.898438,82727.898438,82727.898438,82727.898438,82727.898438,0
2015-07-16,82789.796875,82789.796875,82789.796875,82789.796875,82789.796875,0
2015-07-17,0,0,0,0,0,0
2015-07-20,81320.000000,81320.000000,81320.000000,81320.000000,81320.000000,0
2015-07-21,81583.601563,81583.601563,81583.601563,81583.601563,81583.601563,0
2015-07-22,81222.398438,81222.398438,81222.398438,81222.398438,81222.398438,0
2015-07-23,78336.601563,78336.601563,78336.601563,78336.601563,78336.601563,0
2015-07-24,78712.101563,78712.101563,78712.101563,78712.101563,78712.101563,0
2015-07-27,77352.000000,77352.000000,77352.000000,77352.000000,77352.000000,0
2015-07-28,78024.000000,78024.000000,78024.000000,78024.000000,78024.000000,0
2015-07-29,78079.796875,78079.796875,78079.796875,78079.796875,78079.796875,0
2015-07-30,78271.500000,78271.500000,78271.500000,78271.500000,78271.500000,0
2015-07-31,79909.703125,79909.703125,79909.703125,79909.703125,79909.703125,0
2015-08-03,78164.101563,78164.101563,78164.101563,78164.101563,78164.101563,0
2015-08-04,78234.898438,78234.898438,78234.898438,78234.898438,78234.898438,0
2015-08-05,78134.296875,78134.296875,78134.296875,78134.296875,78134.296875,0
2015-08-06,78803.101563,78803.101563,78803.101563,78803.101563,78803.101563,0
2015-08-07,78427.101563,78427.101563,78427.101563,78427.101563,78427.101563,0
2015-08-10,77495.296875,77495.296875,77495.296875,77495.296875,77495.296875,0
2015-08-11,79720.000000,79720.000000,79720.000000,79720.000000,79720.000000,0
2015-08-12,78174.796875,78174.796875,78174.796875,78174.796875,78174.796875,0
2015-08-13,77085.500000,77085.500000,77085.500000,77085.500000,77085.500000,0
2015-08-14,77309.000000,77309.000000,77309.000000,77309.000000,77309.000000,0
2015-08-17,76922.398438,76922.398438,76922.398438,76922.398438,76922.398438,0
2015-08-18,75960.101563,75960.101563,75960.101563,75960.101563,75960.101563,0
2015-08-19,75299.601563,75299.601563,75299.601563,75299.601563,75299.601563,0
2015-08-20,74681.796875,74681.796875,74681.796875,74681.796875,74681.796875,0
2015-08-21,73797.796875,73797.796875,73797.796875,73797.796875,73797.796875,0
2015-08-24,71342.000000,71342.000000,71342.000000,71342.000000,71342.000000,0
2015-08-25,73509.703125,73509.703125,73509.703125,73509.703125,73509.703125,0
2015-08-26,73615.898438,73615.898438,73615.898438,73615.898438,73615.898438,0
2015-08-27,74813.500000,74813.500000,74813.500000,74813.500000,74813.500000,0
2015-08-28,74641.601563,74641.601563,74641.601563,74641.601563,74641.601563,0
2015-08-31,75210.398438,75210.398438,75210.398438,75210.398438,75210.398438,0
2015-09-01,73569.703125,73569.703125,73569.703125,73569.703125,73569.703125,0
2015-09-02,73656.101563,73656.101563,73656.101563,73656.101563,73656.101563,0
2015-09-03,74004.101563,74004.101563,74004.101563,74004.101563,74004.101563,0
2015-09-04,72950.101563,72950.101563,72950.101563,72950.101563,72950.101563,0
2015-09-07,71865.796875,71865.796875,71865.796875,71865.796875,71865.796875,0
2015-09-08,72051.796875,72051.796875,72051.796875,72051.796875,72051.796875,0
2015-09-09,72003.296875,72003.296875,72003.296875,72003.296875,72003.296875,0
2015-09-10,71846.500000,71846.500000,71846.500000,71846.500000,71846.500000,0
2015-09-11,71350.898438,71350.898438,71350.898438,71350.898438,71350.898438,0
2015-09-14,71299.398438,71299.398438,71299.398438,71299.398438,71299.398438,0
2015-09-15,73173.398438,73173.398438,73173.398438,73173.398438,73173.398438,0
2015-09-16,74149.500000,74149.500000,74149.500000,74149.500000,74149.500000,0
2015-09-17,74980.601563,74980.601563,74980.601563,74980.601563,74980.601563,0
2015-09-18,75099.000000,75099.000000,75099.000000,75099.000000,75099.000000,0
2015-09-21,75860.703125,75860.703125,75860.703125,75860.703125,75860.703125,0
2015-09-22,74993.703125,74993.703125,74993.703125,74993.703125,74993.703125,0
2015-09-23,74610.203125,74610.203125,74610.203125,74610.203125,74610.203125,0
2015-09-24,0,0,0,0,0,0
2015-09-25,0,0,0,0,0,0
2015-09-28,73315.000000,73315.000000,73315.000000,73315.000000,73315.000000,0
2015-09-29,74257.601563,74257.601563,74257.601563,74257.601563,74257.601563,0
2015-09-30,74205.500000,74205.500000,74205.500000,74205.500000,74205.500000,0
2015-10-01,74531.000000,74531.000000,74531.000000,74531.000000,74531.000000,0
2015-10-02,74396.601563,74396.601563,74396.601563,74396.601563,74396.601563,0
2015-10-05,76902.500000,76902.500000,76902.500000,76902.500000,76902.500000,0
2015-10-06,77258.601563,77258.601563,77258.601563,77258.601563,77258.601563,0
2015-10-07,78698.203125,78698.203125,78698.203125,78698.203125,78698.203125,0
2015-10-08,78661.000000,78661.000000,78661.000000,78661.000000,78661.000000,0
2015-10-09,79214.898438,79214.898438,79214.898438,79214.898438,79214.898438,0
2015-10-12,79300.101563,79300.101563,79300.101563,79300.101563,79300.101563,0
2015-10-13,78358.601563,78358.601563,78358.601563,78358.601563,78358.601563,0
2015-10-14,79380.203125,79380.203125,79380.203125,79380.203125,79380.203125,0
2015-10-15,79263.296875,79263.296875,79263.296875,79263.296875,79263.296875,0
2015-10-16,78483.500000,78483.500000,78483.500000,78483.500000,78483.500000,0
2015-10-19,79734.500000,79734.500000,79734.500000,79734.500000,79734.500000,0
2015-10-20,80496.500000,80496.500000,80496.500000,80496.500000,80496.500000,0
2015-10-21,79765.296875,79765.296875,79765.296875,79765.296875,79765.296875,0
2015-10-22,80255.898438,80255.898438,80255.898438,80255.898438,80255.898438,0
2015-10-23,80124.796875,80124.796875,80124.796875,80124.796875,80124.796875,0
2015-10-26,79262.296875,79262.296875,79262.296875,79262.296875,79262.296875,0
2015-10-27,78662.500000,78662.500000,78662.500000,78662.500000,78662.500000,0
2015-10-28,78536.296875,78536.296875,78536.296875,78536.296875,78536.296875,0
2015-10-29,0,0,0,0,0,0
2015-10-30,0,0,0,0,0,0
2015-11-02,83693.601563,83693.601563,83693.601563,83693.601563,83693.601563,0
2015-11-03,82913.898438,82913.898438,82913.898438,82913.898438,82913.898438,0
2015-11-04,83684.101563,83684.101563,83684.101563,83684.101563,83684.101563,0
2015-11-05,82955.703125,82955.703125,82955.703125,82955.703125,82955.703125,0
2015-11-06,81930.203125,81930.203125,81930.203125,81930.203125,81930.203125,0
2015-11-09,82050.101563,82050.101563,82050.101563,82050.101563,82050.101563,0
2015-11-10,81174.101563,81174.101563,81174.101563,81174.101563,81174.101563,0
2015-11-11,81718.000000,81718.000000,81718.000000,81718.000000,81718.000000,0
2015-11-12,82143.398438,82143.398438,82143.398438,82143.398438,82143.398438,0
2015-11-13,81878.796875,81878.796875,81878.796875,81878.796875,81878.796875,0
2015-11-16,81046.398438,81046.398438,81046.398438,81046.398438,81046.398438,0
2015-11-17,81152.898438,81152.898438,81152.898438,81152.898438,81152.898438,0
2015-11-18,80514.203125,80514.203125,80514.203125,80514.203125,80514.203125,0
2015-11-19,80441.203125,80441.203125,80441.203125,80441.203125,80441.203125,0
2015-11-20,80681.703125,80681.703125,80681.703125,80681.703125,80681.703125,0
2015-11-23,79744.796875,79744.796875,79744.796875,79744.796875,79744.796875,0
2015-11-24,76243.000000,76243.000000,76243.000000,76243.000000,76243.000000,0
2015-11-25,76836.500000,76836.500000,76836.500000,76836.500000,76836.500000,0
2015-11-26,74997.601563,74997.601563,74997.601563,74997.601563,74997.601563,0
2015-11-27,75638.398438,75638.398438,75638.398438,75638.398438,75638.398438,0
2015-11-30,75232.796875,75232.796875,75232.796875,75232.796875,75232.796875,0
2015-12-01,75232.796875,75232.796875,75232.796875,75232.796875,75232.796875,0
2015-12-02,76395.000000,76395.000000,76395.000000,76395.000000,76395.000000,0
2015-12-03,75452.796875,75452.796875,75452.796875,75452.796875,75452.796875,0
2015-12-04,74265.296875,74265.296875,74265.296875,74265.296875,74265.296875,0
2015-12-07,73908.898438,73908.898438,73908.898438,73908.898438,73908.898438,0
2015-12-08,73908.898438,73908.898438,73908.898438,73908.898438,73908.898438,0
2015-12-09,74583.703125,74583.703125,74583.703125,74583.703125,74583.703125,0
2015-12-10,72354.203125,72354.203125,72354.203125,72354.203125,72354.203125,0
2015-12-11,70280.296875,70280.296875,70280.296875,70280.296875,70280.296875,0
2015-12-14,69308.703125,69308.703125,69308.703125,69308.703125,69308.703125,0
2015-12-15,72156.796875,72156.796875,72156.796875,72156.796875,72156.796875,0
2015-12-16,72831.796875,72831.796875,72831.796875,72831.796875,72831.796875,0
2015-12-17,73711.898438,73711.898438,73711.898438,73711.898438,73711.898438,0
2015-12-18,72460.398438,72460.398438,72460.398438,72460.398438,72460.398438,0
2015-12-21,73328.203125,73328.203125,73328.203125,73328.203125,73328.203125,0
2015-12-22,73102.101563,73102.101563,73102.101563,73102.101563,73102.101563,0
2015-12-23,74044.898438,74044.898438,74044.898438,74044.898438,74044.898438,0
2015-12-24,74189.500000,74189.500000,74189.500000,74189.500000,74189.500000,0
2015-12-25,74189.500000,74189.500000,74189.500000,74189.500000,74189.500000,0
2015-12-28,74243.203125,74243.203125,74243.203125,74243.203125,74243.203125,0
2015-12-29,73912.601563,73912.601563,73912.601563,73912.601563,73912.601563,0
2015-12-30,73200.703125,73200.703125,73200.703125,73200.703125,73200.703125,0
2015-12-31,71727.000000,71727.000000,71727.000000,71727.000000,71727.000000,0
2016-01-01,0,0,0,0,0,0
2016-01-04,70518.398438,70518.398438,70518.398438,70518.398438,70518.398438,0
2016-01-05,70688.101563,70688.101563,70688.101563,70688.101563,70688.101563,0
2016-01-06,71197.898438,71197.898438,71197.898438,71197.898438,71197.898438,0
2016-01-07,71495.898438,71495.898438,71495.898438,71495.898438,71495.898438,0
2016-01-08,70613.203125,70613.203125,70613.203125,70613.203125,70613.203125,0
2016-01-11,71049.000000,71049.000000,71049.000000,71049.000000,71049.000000,0
2016-01-12,71740.398438,71740.398438,71740.398438,71740.398438,71740.398438,0
2016-01-13,72508.703125,72508.703125,72508.703125,72508.703125,72508.703125,0
2016-01-14,71940.601563,71940.601563,71940.601563,71940.601563,71940.601563,0
2016-01-15,71062.000000,71062.000000,71062.000000,71062.000000,71062.000000,0
2016-01-18,71039.703125,71039.703125,71039.703125,71039.703125,71039.703125,0
2016-01-19,71073.203125,71073.203125,71073.203125,71073.203125,71073.203125,0
2016-01-20,69604.000000,69604.000000,69604.000000,69604.000000,69604.000000,0
2016-01-21,68567.898438,68567.898438,68567.898438,68567.898438,68567.898438,0
2016-01-22,70243.898438,70243.898438,70243.898438,70243.898438,70243.898438,0
2016-01-25,70539.000000,70539.000000,70539.000000,70539.000000,70539.000000,0
2016-01-26,71808.898438,71808.898438,71808.898438,71808.898438,71808.898438,0
2016-01-27,72052.898438,72052.898438,72052.898438,72052.898438,72052.898438,0
2016-01-28,72427.398438,72427.398438,72427.398438,72427.398438,72427.398438,0
2016-01-29,73481.101563,73481.101563,73481.101563,73481.101563,73481.101563,0
2016-02-01,73447.703125,73447.703125,73447.703125,73447.703125,73447.703125,0
2016-02-02,72506.203125,72506.203125,72506.203125,72506.203125,72506.203125,0
2016-02-03,73267.398438,73267.398438,73267.398438,73267.398438,73267.398438,0
2016-02-04,74505.398438,74505.398438,74505.398438,74505.398438,74505.398438,0
2016-02-05,74203.500000,74203.500000,74203.500000,74203.500000,74203.500000,0
2016-02-08,72005.203125,72005.203125,72005.203125,72005.203125,72005.203125,0
2016-02-09,71415.203125,71415.203125,71415.203125,71415.203125,71415.203125,0
2016-02-10,71614.203125,71614.203125,71614.203125,71614.203125,71614.203125,0
2016-02-11,70941.601563,70941.601563,70941.601563,70941.601563,70941.601563,0
2016-02-12,70937.398438,70937.398438,70937.398438,70937.398438,70937.398438,0
2016-02-15,71008.101563,71008.101563,71008.101563,71008.101563,71008.101563,0
2016-02-16,70949.203125,70949.203125,70949.203125,70949.203125,70949.203125,0
2016-02-17,72805.101563,72805.101563,72805.101563,72805.101563,72805.101563,0
2016-02-18,73446.500000,73446.500000,73446.500000,73446.500000,73446.500000,0
2016-02-19,73015.398438,73015.398438,73015.398438,73015.398438,73015.398438,0
2016-02-22,74893.898438,74893.898438,74893.898438,74893.898438,74893.898438,0
2016-02-23,75499.796875,75499.796875,75499.796875,75499.796875,75499.796875,0
2016-02-24,74067.203125,74067.203125,74067.203125,74067.203125,74067.203125,0
2016-02-25,75201.898438,75201.898438,75201.898438,75201.898438,75201.898438,0
2016-02-26,74929.000000,74929.000000,74929.000000,74929.000000,74929.000000,0
2016-02-29,75814.398438,75814.398438,75814.398438,75814.398438,75814.398438,0
2016-03-01,75955.398438,75955.398438,75955.398438,75955.398438,75955.398438,0
2016-03-02,76788.000000,76788.000000,76788.000000,76788.000000,76788.000000,0
2016-03-03,76828.296875,76828.296875,76828.296875,76828.296875,76828.296875,0
2016-03-04,77191.101563,77191.101563,77191.101563,77191.101563,77191.101563,0
2016-03-07,77483.898438,77483.898438,77483.898438,77483.898438,77483.898438,0
2016-03-08,77682.898438,77682.898438,77682.898438,77682.898438,77682.898438,0
2016-03-09,78738.203125,78738.203125,78738.203125,78738.203125,78738.203125,0
2016-03-10,79024.703125,79024.703125,79024.703125,79024.703125,79024.703125,0
2016-03-11,79380.203125,79380.203125,79380.203125,79380.203125,79380.203125,0
2016-03-14,80110.898438,80110.898438,80110.898438,80110.898438,80110.898438,0
2016-03-15,79031.101563,79031.101563,79031.101563,79031.101563,79031.101563,0
2016-03-16,79369.203125,79369.203125,79369.203125,79369.203125,79369.203125,0
2016-03-17,81377.101563,81377.101563,81377.101563,81377.101563,81377.101563,0
2016-03-18,82943.398438,82943.398438,82943.398438,82943.398438,82943.398438,0
2016-03-21,83402.703125,83402.703125,83402.703125,83402.703125,83402.703125,0
2016-03-22,81766.101563,81766.101563,81766.101563,81766.101563,81766.101563,0
2016-03-23,80383.703125,80383.703125,80383.703125,80383.703125,80383.703125,0
2016-03-24,81358.398438,81358.398438,81358.398438,81358.398438,81358.398438,0
2016-03-25,81356.500000,81356.500000,81356.500000,81356.500000,81356.500000,0
2016-03-28,81356.500000,81356.500000,81356.500000,81356.500000,81356.500000,0
2016-03-29,81733.601563,81733.601563,81733.601563,81733.601563,81733.601563,0
2016-03-30,82917.796875,82917.796875,82917.796875,82917.796875,82917.796875,0
2016-03-31,83268.000000,83268.000000,83268.000000,83268.000000,83268.000000,0
2016-04-01,82359.398438,82359.398438,82359.398438,82359.398438,82359.398438,0
2016-04-04,83872.898438,83872.898438,83872.898438,83872.898438,83872.898438,0
2016-04-05,82964.101563,82964.101563,82964.101563,82964.101563,82964.101563,0
2016-04-06,81511.296875,81511.296875,81511.296875,81511.296875,81511.296875,0
2016-04-07,81164.703125,81164.703125,81164.703125,81164.703125,81164.703125,0
2016-04-08,0,0,0,0,0,0
2016-04-11,83987.500000,83987.500000,83987.500000,83987.500000,83987.500000,0
2016-04-12,83719.796875,83719.796875,83719.796875,83719.796875,83719.796875,0
2016-04-13,85696.703125,85696.703125,85696.703125,85696.703125,85696.703125,0
2016-04-14,85785.000000,85785.000000,85785.000000,85785.000000,85785.000000,0
2016-04-15,85573.203125,85573.203125,85573.203125,85573.203125,85573.203125,0
