"Data Source","Dünya Kalkınma Göstergeleri",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Türkiye","TUR","GSMB, Atlas yöntemi (cari USD)","NY.GNP.ATLS.CD","","","","","","","","15177865213.3612","17292224729.4546","19155943516.6545","19406255093.6369","19104652314.7992","20337717753.9143","24132837334.6037","32864566603.289","43721121648.3705","52708381347.1218","57877265689.3964","64087242177.4016","78156349616.3938","81753034939.1693","83759395336.521","72085312952.6148","65882581243.5556","63052801487.3364","64268778800.0662","72440911690.1846","88935942490.4463","96781299512.4803","101703342485.485","124381367219.898","141803902889.998","163645844787.469","177987182492.434","154128013502.254","166593935404.6","173473823694.402","192418225257.839","210614402445.319","223196909365.054","271631389877.397","227827762659.164","231918193009.412","258512708652.316","349709609177.967","458820929101.732","537470133232.431","617744201031.521","688413127864.765","683098418707.391","754132896118.616","824574240139.175","886137857801.139","949795919982.945","970047119275.244","939565413479.17","892974914675.475","",
"Türkiye","TUR","Kişi başına düşen GSYİH, PPP (cari uluslararası $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6146.25838797001","6302.7895724355","6721.17129138181","7315.37267291287","6951.69905063645","7487.02293148029","8015.98082712811","8621.99682152069","9088.59873535891","8757.20334550819","9582.26041727283","9222.91152524807","9330.14445968639","9603.73920563784","10864.4485612383","11887.874986014","13621.9372111568","14843.4718837591","16048.9201886918","15483.236773523","17442.8599464888","19660.8894895655","20639.8586676224","22310.5364019299","24029.7434778631","24844.8955515439","25247.2017504961","",
"Türkiye","TUR","Kişi başına düşen GSYİH (cari USD)","NY.GDP.PCAP.CD","509.424111754814","285.012708941702","309.446903352699","350.663222672222","369.583786349006","385.640975749156","445.250491463183","482.378393972044","526.213996739037","571.618273747463","489.930775037911","455.105304142971","558.421563984708","686.490634373203","927.800110414548","1136.37669545234","1275.95816118014","1427.37325335218","1549.64612780186","2079.22278390494","1564.24897993025","1579.07570884439","1402.40808084896","1310.25698780723","1246.82584156637","1368.40290568117","1510.67808891642","1705.89612038235","1745.36693882517","2021.86143735917","2794.35355132653","2735.71080727379","2842.37359829741","3180.19201107903","2270.34036224671","2897.87020756225","3053.9508281437","3144.38945307295","4496.50316949696","4108.12787792566","4316.55389456022","3119.60316704158","3660.06982612396","4718.45675433821","6040.88490955569","7384.25848221376","8034.60667553683","9709.72002232725","10850.8703874308","9036.26671065341","10672.0548208629","11341.1313404224","11720.307701931","12542.930760135","12127.2256705692","10984.7707619208","10862.6003994208","",
"Türkiye","TUR","GSYİH büyüme (yıllık %)","NY.GDP.MKTP.KD.ZG","","1.15606938539699","5.57142858180481","9.06630555240878","5.45905679838098","2.82352954343834","11.2128150353514","4.7325102439374","6.77799601038119","4.0811456208947","3.2335089729326","5.56669450058789","7.42578832564243","3.26233451840511","5.59447440269336","7.17411268977106","10.4611795563238","3.40666980449156","1.50293301122329","-0.624113570222889","-2.44735042580156","4.85664876652041","3.56322781218348","4.97108077727097","6.71201571206011","4.24133571639942","7.01203111054399","9.48553884246732","2.3207367939484","0.2902440687796","9.26614667149322","0.720279035610076","5.03563493896803","7.65126520301509","-4.66814736394838","7.87826687618991","7.37966447375686","7.57766364407608","2.30821349236112","-3.3893050474037","6.64006126325236","-5.9623106905872","6.43027860228283","5.60825502298317","9.64432266346307","9.00985321386464","7.10970338122006","5.03045777588709","0.845251441504956","-4.70446598104843","8.48737218680751","11.1134955478506","4.78994020703441","8.49130939268635","5.16669070304552","6.08588663198672","3.18383154306613","",
"Türkiye","TUR","GSYİH (cari USD)","NY.GDP.MKTP.CD","13995067817.5092","8022222222.22222","8922222222.22222","10355555555.5556","11177777777.7778","11944444444.4444","14122222222.2222","15666666666.6667","17500000000","19466666666.6667","17086956521.7391","16256619963.7997","20431095406.3604","25724381625.4417","35599913836.4328","44633707242.7642","51280134554.2889","58676813687.3681","65147022485.7919","89394085658.2038","68789289565.7434","71040020140.4436","64546332580.7583","61678280115.4987","59989909457.8379","67234948264.5987","75728009962.7878","87172789528.3316","90852814004.9917","107143348667.094","150676291094.21","150027833333.333","158459130434.783","180169736363.636","130690172297.297","169485941048.035","181475555282.555","189834649111.257","275768695818.949","255884300382.044","272979390595.01","200251925587.467","238428126326.964","311823003531.215","404786740091.196","501416301726.704","552486912845.642","675770112825.236","764335657318.479","644639902580.645","771876791231.838","832546270783.83","873981786532.072","950595270314.296","934167809301.667","859794177118.102","863711710426.514","",
"Türkiye","TUR","Enflasyon, GSYİH deflatörü (yıllık %)","NY.GDP.DEFL.KD.ZG","","4.80889446090136","5.34937156686865","6.41669448029107","2.35243651899152","3.92450773958892","6.311991205287","5.9234333204105","4.61156027756368","6.87631710287759","8.64450444669336","16.9020871544943","10.9756760490106","21.9302187016976","28.9923473546046","21.3092400682888","15.6126574914859","24.0890232450352","47.5411467102416","76.7208667189401","93.0032247916415","44.0570704966978","28.2268344007076","26.2582454161426","48.2368326072076","53.054476874505","36.0068855504432","33.6122290331457","69.0181311101418","75.4048306122696","58.2443981066746","59.1641068909335","65.1994382769795","68.3794283559812","104.749137215122","86.007542441817","77.223512216706","81.4548625820616","143.692541664867","54.2904733094213","49.3406817216259","52.9236568787456","37.5744290764995","23.3200436781714","12.4468883734565","7.10486311186334","9.37170404381813","6.21664178420616","12.0373364129503","5.40180338022745","7.01265772061231","8.18856849438845","7.41821791158203","6.2688139125237","7.42167774563404","7.82694198467404","8.09826220100874","",
"Türkiye","TUR","Hizmetler vb., katma değerli (GSYİH %'si)","NV.SRV.TETC.ZS","26.497005988024","29.6875","28.7166454891995","28.2275711159737","30.0813008130081","32.6003824091778","31.25","33.0651060716898","35.0555918901243","35.3458382180539","37.2907949790795","38.1316348195329","40.1142041399001","40.5382436260623","39.6841886557241","40.227309108372","41.6970001255178","43.5024390243902","43.8068034276811","45.1680672268908","49.6802325581395","48.3972877176761","49.1203126057898","51.4453159425399","52.0952318940338","52.61425166588","47.9678552193918","48.9771792263942","48.2192594109886","48.8985571272995","49.750002172978","51.5029916390708","52.0518593461295","52.8275796247144","50.7251234214155","50.4738520358701","51.0064308561713","53.1807912410737","52.6717410714785","57.3637959743224","58.694861777922","61.3708755526915","60.4841709439672","60.3807647146669","60.4625268170266","60.4274783386404","60.8154088771223","61.6615452816214","62.1236168787093","63.9090947668097","61.7527730164534","60.0184626203472","60.8810407174759","60.7065015965054","60.6697638353655","60.4978746357735","61.0041962289956","",
"Türkiye","TUR","Endüstri, katma değerli (GSYİH %'si)","NV.IND.TOTL.ZS","17.6646706586826","17.6136363636364","17.4078780177891","17.2866520787746","18.2926829268293","19.8852772466539","20.211038961039","21.0680321872714","22.1059516023545","22.6846424384525","22.5418410041841","23.3970276008493","24.4825124910778","24.4475920679887","23.2287554539788","23.2751720825996","24.7018953181875","24.0975609756098","23.5328486107505","26.2568185168804","23.8158914728682","27.0855807263574","28.1944887754016","27.1951470285832","26.2143508269306","27.1269469468883","31.9277387913837","32.5487752930125","33.9354883104268","33.9998339909439","32.1570981445929","32.6929818169077","32.3849599346415","31.0975541422172","33.2490796474355","33.2367002989707","31.5990128998162","31.853589120708","33.7996665118976","31.1523758209971","30.0457644969223","28.7014218821883","27.8822429147977","28.3411180051165","28.7562670317049","28.9744426416035","29.8524374320468","29.8544381229223","29.4698713333616","26.9745462571566","27.9812644943164","30.6199529426472","30.3350866545969","31.616266740699","31.8794290990963","31.6676120370134","31.9791930829643","",
"Türkiye","TUR","Tarım, katma değerli (GSYİH %'si)","NV.AGR.TOTL.ZS","55.9880239520958","52.8409090909091","53.8754764930114","54.3763676148796","51.6260162601626","47.5143403441683","48.6201298701299","45.8668617410388","42.8384565075213","41.9695193434936","40.1673640167364","38.4713375796178","35.4032833690221","35.014164305949","37.0870558902971","36.4975188090283","33.6011045562947","32.4","32.6603479615684","28.5751142562288","26.5038759689922","24.5171315559665","22.6851986188086","21.3595370288769","21.6904172790356","20.2588013872317","20.1044059892246","18.4740454805933","17.8452522785846","17.1016088817566","18.0928996824291","15.8040265440215","15.563180719229","16.0748662330684","16.025796931149","16.2894476651593","17.3945562440126","14.9656196382183","13.528592416624","11.4838282046805","11.2593737251557","9.92770256512019","11.6335861412351","11.2781172802166","10.7812061512686","10.5980790197561","9.33215369083094","8.48401659545632","8.40651178792914","9.11635897603363","10.2659624892302","9.36158443700564","8.78387262792725","7.67723166279562","7.4508070655382","7.83451347279277","7.0166108185375","",
"Türkiye","TUR","Mal ve hizmet ithalatları (GSYİH %'si)","NE.IMP.GNFS.ZS","3.67107195301028","6.78670360110803","7.97011207970112","6.97424892703863","5.46719681908549","5.3953488372093","5.66483084185681","4.9645390070922","5.07936507936508","4.73744292237443","6.36132315521628","8.24742268041237","8.54375648564511","9.09340659340659","11.2747075433643","11.231771641328","10.6656948493683","10.7071854586765","7.28870345786712","5.88171772074439","11.927885902191","12.9046956081509","15.0168696746154","16.5578391750205","19.6735024162276","18.9662492342323","16.1020217583248","17.7574446045938","17.5528634276008","17.7807524857703","17.5778926485052","16.6348815592789","17.345129910515","19.3432849256138","20.3837211337284","24.3510272476774","27.8266567494196","30.3886058880971","19.7060101860686","18.8237598988731","22.5518256445025","22.8209118605334","22.9998442893599","23.3583384927461","25.3692016889059","24.4193598542733","26.5006906658245","26.0693607420695","27.0800651452319","23.3588017389842","25.4504090984324","30.4005331414656","28.577943953969","28.0780693718882","27.6497694403191","25.9539354074197","24.8505638193721","",
